"","Library Number","Library Full Name","Survey Year From","A1.3","A1.4","A1.5","A1.9","A1.10","A1.11","A1.12","A1.13","A1.14","B1.1","B2.1.1","B2.1.2","B2.1.3","B2.1.4","B2.2","B2.3","B2.4.1.01","B2.4.1.02","B2.4.1.03","B2.4.1.04","B2.4.1.05","B2.4.1.06","B2.4.1.07","B2.4.1.99","B2.4.1a","B2.5","B2.6","B2.7","B2.8","B2.9","B3.1","B3.2","B3.3","B3.4","B3.5","B4.01","B4.01.1","B4.01.2","B4.02","B4.03","B4.04","B4.05.1","B4.05.2","B4.06","B4.07","B4.08","B4.09","B4.10","B5.0","B6.0","C1.1.E","C1.1.F","C1.1.O","C1.1.T","C1.2.E","C1.2.F","C1.2.O","C1.2.T","C1.3.1.E","C1.3.1.F","C1.3.1.O","C1.3.1.T","C1.3.2.E","C1.3.2.F","C1.3.2.O","C1.3.2.T","C1.3.3.E","C1.3.3.F","C1.3.3.O","C1.3.3.T","C1.4.E","C1.4.F","C1.4.O","C1.4.T","C1.5.E","C1.5.F","C1.5.O","C1.5.T","C2.1.E","C2.1.F","C2.1.O","C2.1.T","C2.2.E","C2.2.F","C2.2.O","C2.2.T","C2.3.1.E","C2.3.1.F","C2.3.1.O","C2.3.1.T","C2.3.2.E","C2.3.2.F","C2.3.2.O","C2.3.2.T","C2.3.3.E","C2.3.3.F","C2.3.3.O","C2.3.3.T","C2.3.4.E","C2.3.4.F","C2.3.4.O","C2.3.4.T","C2.4.E","C2.4.F","C2.4.O","C2.4.T","C2.5.E","C2.5.F","C2.5.O","C2.5.T","C3.1.E","C3.1.F","C3.1.O","C3.1.T","C3.2.1.E","C3.2.1.F","C3.2.1.O","C3.2.1.T","C3.2.2.E","C3.2.2.F","C3.2.2.O","C3.2.2.T","C3.2.3.E","C3.2.3.F","C3.2.3.O","C3.2.3.T","C3.2.4.E","C3.2.4.F","C3.2.4.O","C3.2.4.T","D1.0.H","D1.1.1.C","D1.1.2.C","D1.1.3.C","D1.1.4.C","D1.1.5.C","D1.2.1.C","D1.2.1.H","D1.2.2.C","D1.2.2.H","D1.2.3.C","D1.2.3.H","D1.2.4.C","D1.2.4.H","D1.2.5.C","D1.2.5.H","E1.1","E1.1.1","E1.1.2","E1.1.3","E1.1.4","E2.1","E2.3","E3.1.SPC","E3.1.SPH","E3.2.SPC","E3.2.SPH","E3.3.SPC","E3.3.SPH","E3.4.SPC","E3.4.SPH","E3.5.SPC","E3.5.SPH","E3.6.SPC","F1.0","F2.1.P","F2.2.A","F2.301.Attendance","F2.301.Programs","F2.302.Attendance","F2.302.Programs","F2.303.Attendance","F2.303.Programs","F2.304.Attendance","F2.304.Programs","F2.305.Attendance","F2.305.Programs","F2.306.Attendance","F2.306.Programs","F2.307.Attendance","F2.307.Programs","F2.308.Attendance","F2.308.Programs","F2.309.Attendance","F2.309.Programs","F2.310.Attendance","F2.310.Programs","F2.311.Attendance","F2.311.Programs","F2.312.Attendance","F2.312.Programs","F2.313.Attendance","F2.313.Programs","F2.314.Attendance","F2.314.Programs","F2.315.Attendance","F2.315.Programs","F2.316.Attendance","F2.316.Programs","F2.317.Attendance","F2.317.Programs","F2.318.Attendance","F2.318.Programs","F3.1.1","F3.1.2","F3.2.1","F3.2.2","G1.1.1.W","G1.1.2.W","G1.1.3.W","G1.2.1.W","G1.3.1.W","G1.3.2.W","G1.3.3.W","G1.4.1.W","G1.4.2.W","G1.4.3.W","G1.4.4.W","G1.4.5.W","G1.5.1.W","G1.5.2.W","H1.1.1.01","H1.1.1.02","H1.1.1.03","H1.1.1.04","H1.1.1.05","H1.1.1.06","H1.1.1.07","H1.1.1.08","H1.1.1.92","H1.2.1.F","H1.2.1.T","H1.2.2","H1.3.1.F","H1.3.1.T","H1.3.2.11","H1.3.2.12","H1.3.2.13","H1.3.2.14","H1.3.2.15","H1.3.2.16","H1.3.2.17","H1.3.2.90","H1.4.1.F","H1.4.1.T","H1.4.2","H1.4.3.21","H1.4.3.22","H1.4.3.23","H1.4.3.24","H1.4.3.25","H1.4.3.93","H1.5.1.F","H1.5.1.T","H1.5.2","H1.5.3.40","H1.5.3.41","H1.5.3.42","H1.5.3.43","H1.5.3.44","H1.5.3.94","H1.7.1.F","H1.7.1.T","H1.7.2.31","H1.7.2.32","H1.7.2.33","H1.7.2.34","H1.7.2.35","H1.7.2.91","H1.8.1.F","H1.8.1.T","H1.8.2.PC","P1.1","P1.2","P2.1","P2.2","B2.4.1.08","E1.2","F2.319.Attendance","F2.319.Programs","G1.4.6.W","H1.3.2.18","H1.9.1.F","H1.9.1.T","H1.9.2.51","H1.9.2.52","H1.9.2.95","D1.1.3.1.C","D1.2.3.1.C","D1.2.3.1.H","G1.5.3.W","H1.4.3.26","H1.7.2.36","B2.4.1.09","B2.4.1.10","F2.320.Attendance","F2.320.Programs","H1.5.4","H1.8.3.F","H1.8.3.T","H1.8.4.TN","C4.1.F","C4.1.T","C4.2","C4.3.01","C4.3.02","C4.3.03","C4.3.04","C4.3.05","C4.3.06","C4.3.07","C4.3.90","E2.1.F","E2.1.T","E2.3.F","E2.3.T","E2.4.F","E2.4.T","E2.5","E2.6.F","E2.6.T","E2.7","F2.311a.Attendance","F2.311a.Programs","G1.3.4.W","H1.3.2.10","H1.3.2.19","H1.3.2.20","C0.1.E","C0.1.F","C0.1.O","C0.1.T","C0.2.E","C0.2.F","C0.2.O","C0.2.T","C0.3.1.E","C0.3.1.F","C0.3.1.O","C0.3.1.T","C0.3.2.E","C0.3.2.F","C0.3.2.O","C0.3.2.T","C0.3.3.E","C0.3.3.F","C0.3.3.O","C0.3.3.T","C0.3.4.E","C0.3.4.F","C0.3.4.O","C0.3.4.T","C0.4.E","C0.4.F","C0.4.O","C0.4.T","C0.5.E","C0.5.F","C0.5.O","C0.5.T","C3.2.0.E","C3.2.0.F","C3.2.0.O","C3.2.0.T","F2.317a.Attendance","F2.317a.Programs","X287"
"11","L0013","Armstrong Twp",2011,"Ontario Library Service - North","Public or Union Library","C.P. 39","35 10th Street","Earlton","Ontario","P0J1E0","http://www.olsn.ca/armstrong",347,62169,2817,0,0,2817,36603,2307,NA,8410,NA,NA,NA,NA,NA,NA,8410,3345,3216,0,629,57327,0,0,0,NA,0,6845,5534,1311,30539,175,3065,903,629,1552,0,0,NA,3571,47279,382,3,10,0,13,41,86,0,127,13,4,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6064,6491,0,12555,6185,6606,0,12791,864,188,0,1052,864,188,0,1052,33659,43,53,33755,41908,43,53,42004,0,0,0,0,0,0,0,0,1,4,0,5,12,1,0,13,0,0,0,0,0,0,0,0,21388,71,0,21459,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,33,NA,NA,6,6,NA,6,NA,1,1,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,166094,1,116,NA,NA,116,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,1,213,178,NA,NA,223,17,240,4,13,NA,1,4,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,2,NA,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1216,886,888,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","L0014","Arnprior",2011,"Southern Ontario Library Service","Public or Union Library","21 Madawaska Street",NA,"Arnprior","Ontario","K7S1R6","http://www.arnprior.library.on.ca/",5788,0,13439,824,NA,14263,290925,36177,NA,3575,NA,NA,NA,NA,NA,3558,7133,9035,38723,NA,2838,399094,NA,NA,NA,NA,NA,45938,42834,3104,296075,1860,52100,2605,1141,6685,9903,NA,NA,12785,429092,NA,93,6,0,99,93,6,0,99,8,4,2,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,51891,324,0,52215,51959,324,0,52283,1702,51,0,1753,1702,51,0,1753,26698,43,93,26834,26698,43,93,26834,4,0,0,4,NA,NA,NA,NA,58,4,0,62,12,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,23468,75,0,23543,35,NA,NA,NA,2,NA,NA,NA,2,48,NA,NA,8,104,5,2,12,7,4,NA,1,1,1,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,130266,340,6647,2625,105,752,47,1280,72,NA,NA,1512,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,28,NA,NA,NA,NA,NA,NA,450,4,NA,NA,NA,NA,NA,NA,984,896,2517,1398,2708,87,2795,182,162,10,61,441,NA,32,26,84,2106,192,NA,1,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,1,NA,1,12,1,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,152000,7158,5561,2336,3424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","L0016","Asphodel-Norwood",2011,"Southern Ontario Library Service","Public or Union Library","P.O. Box 100","2363 County Road 45","Norwood","Ontario","K0L2V0","www.anpl.org",1444,8440,7218,1375,NA,8593,105348,NA,NA,2000,NA,NA,481,4150,10144,NA,16775,200,3000,NA,3275,137191,NA,NA,NA,NA,NA,8971,8593,378,71333,885,26604,2100,1537,2137,NA,NA,NA,NA,113567,17798,51,0,0,51,51,0,0,51,13,4,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14763,0,0,14763,14763,0,0,14763,385,0,0,385,385,0,0,385,18858,43,93,18994,25500,43,93,25636,0,0,0,0,0,0,0,0,394,0,0,394,12,1,0,13,0,0,0,0,0,0,0,0,23468,75,0,23543,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,72,10,15,9,9,9,9,1,1,1,1,21,1,12,NA,NA,NA,NA,NA,NA,NA,10158,98,588,260,52,50,10,320,16,NA,NA,50,2,36,12,NA,NA,NA,NA,NA,NA,NA,NA,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,223,693,475,154,20,174,20,43,12,15,5,1,3,3,10,170,10,1,1,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,4,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,0,NA,NA,4125,0,0,2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","L0017","Assiginack Twp",2011,"Ontario Library Service - North","Public or Union Library","Manitowaning Box 280","25A  Spragge St.","Manitoulin Island","Ontario","P0P1N0","www.assiginacklibrary.org",753,150,3483,0,0,3483,28525,NA,NA,2625,NA,480,NA,NA,NA,NA,3105,300,525,NA,1623,37561,NA,NA,NA,NA,NA,4566,3166,1400,25600,919,1368,885,NA,1471,1803,NA,NA,625,37237,NA,283,0,0,283,316,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10968,0,0,10968,10968,0,0,10968,201,0,0,201,201,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,NA,NA,2,18,2,2,NA,NA,NA,1,1,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,21488,6,441,NA,NA,291,2,NA,NA,NA,NA,28,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,1,234,234,207,NA,372,56,428,347,12,NA,14,32,NA,12,NA,10,45,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,960,0,0,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","L0018","Athens Twp",2011,"Southern Ontario Library Service","Public or Union Library","P.O. Box 309","5 Central Street","Athens","Ontario","K0E1B0","www.athenslibrary.ca",500,877,5416,1414,NA,6830,16017,NA,2567,2000,NA,NA,NA,2500,NA,NA,7067,NA,1349,NA,710,31973,NA,NA,NA,NA,NA,6886,5752,1134,15787,381,7049,988,1174,3464,NA,NA,NA,3519,39248,NA,38,0,0,38,179,0,0,179,13,4,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,0,0,56,8792,61,0,8853,8922,61,0,8983,462,0,0,462,462,0,0,462,18858,43,93,18994,25500,43,93,25636,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,12,12,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,23468,75,0,23543,35,NA,1,2,NA,2,NA,NA,1,2,2,19,2,2,NA,NA,6,4,1,4,1,1,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,7188,28,281,23,2,NA,NA,45,3,NA,NA,25,1,NA,NA,NA,NA,8,4,NA,NA,150,15,NA,NA,NA,NA,NA,NA,3,1,12,1,NA,NA,NA,NA,15,1,397,378,NA,NA,138,NA,138,138,16,NA,3,45,NA,NA,NA,NA,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0,NA,NA,2809,0,0,1314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","L0424","Atikameksheng Anishnawbek Band No. 6 FN",2011,"Ontario Library Service - North","First Nations Library","25 reserve road","212 Maaini Street","Whitefish First Nation","Ontario","P0M2M0","http://www.wlfn.com",500,0,1002,NA,13000,14002,38877,NA,NA,2080,NA,NA,NA,NA,NA,NA,2080,NA,NA,NA,354,55313,NA,NA,NA,NA,NA,244,244,NA,36711,3045,15000,1368,NA,4480,NA,NA,NA,NA,60848,NA,20,0,0,20,50,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3360,0,0,3360,3360,0,0,3360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,1,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,10,20,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA,NA,NA,5,1,NA,NA,10,3,3,1,NA,NA,15,1,1,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,500,100,25,NA,5,10,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,180000,361,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","L0011","Atikokan",2011,"Ontario Library Service - North","Public or Union Library","214 Skyes St.","214 Sykes St.","Atikokan","Ontario","P0T1C0","www.aplibrary.org",1209,32930,9991,461,NA,10452,180250,NA,NA,NA,NA,2689,NA,3757,3180,NA,9626,2457,4003,32428,1924,241140,NA,NA,NA,NA,NA,33214,25724,7490,133757,2300,38460,2529,0,4824,NA,NA,NA,3574,218658,NA,841,0,0,841,872,0,0,872,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48402,0,0,48402,48487,0,0,48487,1741,0,0,1741,1744,0,0,1744,16143,43,93,16279,16343,43,93,16479,0,0,0,0,0,0,0,0,32,0,0,32,12,1,0,13,0,0,0,0,0,0,0,0,23468,75,0,23543,35,1,NA,NA,NA,NA,1,25,NA,NA,NA,NA,4,10,6,2,9,6,8,7,NA,1,1,1,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,25262,204,2093,NA,NA,1912,161,11,8,NA,NA,NA,NA,152,25,NA,NA,NA,NA,NA,NA,NA,NA,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,194,571,534,432,13,445,14,254,12,8,32,4,8,7,2,212,64,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,7,1,NA,1,NA,NA,5,NA,1,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1400000,2814,0,0,1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","L0010","Augusta Twp",2011,"Southern Ontario Library Service","Public or Union Library","R.R. #2","4500 County Road 15","Brockville","Ontario","K6V5T2","augustalibrary.com",1140,-24153,12591,706,0,13297,85490,NA,NA,2007,NA,NA,NA,NA,NA,2090,4097,913,5261,278,7714,117050,0,0,0,NA,0,16330,15748,582,57073,20,18433,665,1432,1621,0,0,NA,42943,138517,384,243,0,0,243,264,0,0,264,11,0,0,11,10,0,0,10,10,0,0,10,124,0,0,124,NA,NA,NA,NA,24828,0,0,24828,24846,0,0,24846,902,0,0,902,902,0,0,902,1512,43,93,1648,1512,43,93,1648,NA,NA,NA,NA,NA,NA,NA,NA,33,0,0,33,12,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,23470,75,0,23545,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,NA,NA,11,22,7,6,7,7,2,1,1,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170,6,179,50,2,42,1,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,NA,NA,NA,NA,NA,NA,NA,NA,43,1,150,131,NA,NA,520,NA,520,204,33,NA,4,62,NA,27,10,15,174,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0,NA,NA,7430,0,0,2921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","L1035","Aundeck-Omni-Kaning FN",2011,"Ontario Library Service - North","First Nations Library","P.O. Box 21  RR #1","13 Hill Street","Little Current","Ontario","P0P1K0",NA,46,0,873,NA,13000,13873,5666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19539,NA,NA,NA,NA,NA,536,246,290,13844,1319,3788,1679,0,755,0,0,NA,NA,21921,NA,10,0,0,10,85,0,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3540,0,0,3540,3698,0,0,3698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,1,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,12,75,12,1,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA,10,1,NA,NA,NA,NA,10,1,NA,NA,NA,NA,4,1,8,1,20,2,20,1,20,1,12,12,12,12,12,18,30,25,40,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0,NA,NA,375,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","L0033","Aurora",2011,"Southern Ontario Library Service","Public or Union Library","15145 Yonge Street",NA,"Aurora","Ontario","L4G1M1","www.library.aurora.on.ca",30529,0,44138,1284,NA,45422,2991611,NA,NA,NA,NA,NA,NA,NA,NA,3531,3531,154,87387,2180,NA,3130285,NA,NA,117931,NA,117931,361522,315532,45990,2336027,17955,49129,11287,4123,90873,184555,NA,NA,152514,3207985,40231,1832,28,1,1861,5610,118,1,5729,35,5,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128766,5340,907,135013,150497,5808,4517,160822,14244,0,0,14244,14244,0,0,14244,38265,83,83,38431,45251,83,83,45417,NA,NA,NA,NA,NA,NA,NA,NA,245,9,2,256,25,1,0,26,76,0,0,76,78,0,0,78,45326,71,1,45398,35,8,4,NA,7,NA,NA,NA,1,33,NA,NA,24,506.25,18,14,39,22,13,4,NA,1,1,1,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,635543,685,12299,4819,244,447,21,597,9,NA,NA,1339,36,538,65,1322,88,NA,NA,16,2,NA,NA,61,11,50,1,730,65,224,21,913,71,NA,NA,NA,NA,255,3,1493,1247,5764,1462,11933,302,12235,1660,805,2337,313,246,10,60,130,6,6231,4566,1,1,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,NA,1,5,NA,NA,1,NA,1,2,NA,1,6,1,1,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,53203,0,0,17020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
