"","LibID","Library","Year","Upper Tier Code","Legal Name","New Legal Name","Mailing Address","Postal Code","City","Street Address","Library Web Site Address","Library Service Type","Population (Resident)","Households (Resident)","Population (Contracting)","Households (Contracting)","Date year starts","Date year ends","Ontario Library Service (OLS) Region","# of Active Library Cardholders","Net Balance brought forward amount","Net Balance brought forward type","Provincial Operating Funding","Local Operating Grant","Contract Revenue","Project Grants","Donations","Self-generated Revenue","Debt Services and Reserve Fund Revenues","Other operating revenue","Total Operating Revenues","Provincial capital revenues","Federal capital revenues","Local capital revenues","Other capital revenues","Total Capital Revenues","General materials expenditure","Electronic materials expenditure","Staffing expenditure","Staff Training expenditure","Facilities/Utilities","Telephone and Fax","Dedicated Internet Connectivity Costs","Computer Services","Debt Charges and Transfers to Reserve Funds","Funds returned to government sources","Contract payment made to library boards for library services","Other expenditures","Total Operating Expenditures","Total Capital Expenditures","Titles Held (Reference - English Language)","Titles Held (Reference - French Language)","Titles Held (Reference - Other Language)","Volumes Held (Reference - English Language)","Volumes Held (Reference - French Language)","Volumes Held (Reference - Other Language)","# of Databases (Reference - English Language)","# of Databases (Reference - French Language)","# of Databases (Reference - Other Language)","# of CD ROM Titles (Reference - English Language)","# of CD ROM Titles (Reference - French Language)","# of CD ROM Titles (Reference - Other Language)","# of copies of CD ROM (Reference - English Language)","# of copies of CD ROM (Reference - French Language)","# of copies of CD ROM (Reference - Other Language)","Titles Held (Circulating - English Language)","Titles Held (Circulating - French Language)","Titles Held (Circulating - Other Language)","Volumes Held (Circulating - English Language)","Volumes Held (Circulating - French Language)","Volumes Held (Circulating - Other Language)","# of CD ROM Titles (Circulating - English Language)","# of CD ROM Titles (Circulating - French Language)","# of CD ROM Titles (Circulating - Other Language)","# of copies of CD ROMs (Circulating - English Language)","# of copies of CD ROMs (Circulating - French Language)","# of copies of CD ROMs (Circulating - Other Language)","Titles Held (Periodicals - English Language)","Titles Held (Periodicals - French Language)","Titles Held (Periodicals - Other Language)","# of Database Subscriptions (Periodicals - English Language)","# of Database Subscriptions (Periodicals - French Language)","# of Database Subscriptions (Periodicals - Other Language)","# of CD ROM Titles (Periodicals - English Language)","# of CD ROMs Titles (Periodicals - French Language)","# of CD ROM Titles (Periodicals - Other Language)","# of copies of CD ROMs (Periodicals - English Language)","# of copies of CD ROMs (Periodicals - French Language)","# of copies of CD ROMs (Periodicals - Other Language)","# of individual electronic periodical titles (English Language)","# of individual electronic periodical titles (French Language)","# of individual electronic periodical titles (Other Language)","# of hours per week in an FTE","Librarians (Full Time - # of people)","Library Technicians (Full Time - # of people)","EXCEL Graduates  (Full Time - # of people)","Other staff (Full Time - # of people)","Volunteers (Full Time - # of people)","Librarians (Part Time - # of people)","Librarians (Part Time - Hours worked)","Library Technicians (Part Time - # of people)","Library Technicians (Part Time - Hours worked)","EXCEL Graduates (Part Time - # of people)","EXCEL Graduates (Part Time - Hours worked)","Other staff (Part Time - # of people)","Other staff (Part Time - Hours worked)","Volunteers (Part Time - # of people)","Volunteers (Part Time - Hours worked)","# of Public access workstations","Workstations with internet access","Workstations with OPAC access","Workstations with CD ROM access","Automated catalogue available","Name of Automated Catalogue System","Does your library provide wireless Internet connection","# of Main Libraries","Main Library - total hours open per week","# of Branches open >= 12 hours per week","Branches open >= 12 hours per week - total hours open per week","# of Branches open < 12 hours per week","Branches open < 12 hours per week - total hours open per week","# of Bookmobile stops","Bookmobile hours per week","# of Deposit Stations","Deposit Station hours per week","# of Bookmobiles","Total Annual Direct Circulation","# of programs held annually","Annual program attendance","# of items borrowed","# of items lent","# of requests made to other libraries","# of requests received from other libraries","Typical Week - Direct circulation","Typical Week - Materials use in library","Typical Week -  # of people using library workstations","Typical Week -  # of times electronic databases accessed","No of people using public library wireless connection","Typical Week -  # of standard reference transactions","Typical Week -  # of electronic reference transactions","Typical Week -  # of library visits made in person","Typical Week -  # of electronic library visits"
"3001",287,"Ramara Twp",2007,70,"Ramara Twp",NA,"P.O. Box 158","L0K1B0","Brechin","5482 Highway #12 South, Orillia, ON  L3V 6H7","www.ramarapubliclibrary.org","Public or Union Library",8631,6005,0,0,"01/01/2007","12/31/2007","SOLS",2816,-21589,"Deficit",24370,267734,0,10257,918,5057,0,21826,330162,0,0,0,0,0,14351,6656,217331,2491,41914,2240,0,9812,21734,18389,0,16834,351752,0,27,0,0,139,0,0,4,0,0,0,0,0,0,0,0,22789,0,0,26173,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,17886,0,0,35,0,0,1,1,0,0,0,0,0,0,0,3,65,2,20,11,10,9,10,"Yes","Mandarin",0,1,44,1,36,0,0,0,0,0,0,0,44630,26,1291,734,404,840,736,446,46,136,0,0,16,8,431,0
"3002",290,"Red Lake",2007,82,"Red Lake","Municipality of Red Lake","P.O. Box 280","P0V1C0","Balmertown","12 Fifth Street","http://www.nwconx.net/~rllib or www.nwconx.net/~blibrary","Public or Union Library",4233,2087,0,0,"01/01/2007","12/31/2007","OLS-N",2324,6918,"Surplus",22772,205200,0,24258,1000,12158,0,5165,270553,0,0,0,0,0,25911,0,174297,722,27531,1673,755,7777,0,0,0,29403,268069,0,637,0,0,787,0,0,16070,0,0,35,0,0,35,0,0,27922,144,0,28122,144,0,0,0,0,0,0,0,57,0,0,627,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,1,0,0,0,0,0,1,30,4,48.5,0,0,11,9,2,9,"Yes","Spectrum",0,1,46,1,45,0,0,0,0,0,0,0,24938,20,288,177,0,273,0,480,75,141,0,0,30,6,432,19
"3003",291,"Red Rock Twp",2007,89,"Red Rock Twp",NA,"P.O. Box 285","P0T2P0","Red Rock","42 Salls Street","www.olsn.ca/redrock","Public or Union Library",1117,507,0,0,"01/01/2007","12/31/2007","OLS-N",454,75,"Surplus",3242,58898,0,10468,0,960,0,358,73926,0,0,0,0,0,7548,0,40930,211,3535,1132,0,4397,9000,0,0,6978,73731,0,210,0,0,340,0,0,2,0,0,4,0,0,5,0,0,16982,236,0,17062,236,0,42,0,0,42,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,22,2,12,0,0,5,4,0,5,"Yes","Concourse",0,1,26,0,0,0,0,0,0,0,0,0,10659,34,557,220,0,236,0,197,10,37,15,0,30,0,152,0
"3004",292,"Renfrew",2007,69,"Renfrew",NA,"13 Railway Avenue","K7V3A9","Renfrew",NA,"www.renfrew.library.on.ca","Public or Union Library",7603,3680,1711,781,"01/01/2007","12/31/2007","SOLS",6670,0,"Nil",16720,340672,21534,15227,3607,16961,0,1395,416116,0,0,2626,0,2626,50596,1250,298344,1582,46351,2596,1260,1530,12607,0,0,0,416116,2626,961,0,0,1019,0,0,1,0,0,1,0,0,1,0,0,39118,116,0,41999,116,0,10,0,0,10,0,0,51,0,0,2,0,0,0,0,0,0,0,0,16697,0,0,35,1,2,1,0,0,0,0,0,0,1,14,4,50,3,10,11,7,3,8,"Yes","Spectrum Suite with Web Catalog Z39 Client",0,1,50.5,0,0,0,0,0,0,0,0,0,88870,183,4282,1050,910,1107,1338,1724,392,192,69,0,207,15,1939,150
"3005",293,"Restoule LSB",2007,86,"Restoule LSB",NA,"General Delivery","P0H2R0","Restoule",NA,"http://users.efni.com/~turcotte/index.htm","Contracting LSB",591,0,0,0,"04/01/2007","03/31/2008",NA,0,0,"Nil",2698,1002,0,0,0,0,0,0,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,0,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3006",294,"Richmond Hill",2007,27,"Richmond Hill",NA,"1 Atkinson Street","L4C0H5","Richmond Hill",NA,"www.rhpl.richmondhill.on.ca","Public or Union Library",180795,55180,0,0,"01/01/2007","12/31/2007","SOLS",118706,0,"Nil",122199,7508496,0,4785,11100,332780,0,165900,8145260,0,0,910016,193986,1104002,825310,188893,4894079,23761,1077596,32281,47440,121628,480740,0,0,453532,8145260,1104002,9256,37,0,27069,104,0,347,0,0,118,4,7,121,4,7,199690,4887,9022,408164,11422,13296,302,0,0,434,0,0,532,19,20,40,0,0,0,0,0,0,0,0,60375,0,0,35,16,11,0,11,0,11,149.5,6,55,0,0,79,1349.5,0,0,129,86,22,13,"Yes","SirsiDynix Unicorn",0,1,69.5,3,141,0,0,0,0,0,0,0,1972163,1387,27703,293,258,349,5117,38227,7742,3601,13267,0,2938,35,20296,13267
"3007",498,"Rideau Lakes",2007,56,"Rideau Lakes",NA,"Box 189","K0G1E0","Elgin","24 Halladay Street","www.rideaulakeslibrary.ca","Public or Union Library",9201,6919,0,0,"01/01/2007","12/31/2007","SOLS",3181,14936,"Surplus",44876,214260,0,93152,1334,4138,0,0,357760,0,0,0,0,0,30497,585,167937,1596,49381,5836,7372,12587,0,0,0,85380,361171,0,667,0,0,713,0,0,3,0,0,0,0,0,0,0,0,39396,110,0,42153,118,0,197,0,0,210,0,0,53,0,0,3,0,0,0,0,0,0,0,0,16697,0,0,35,0,0,0,0,0,0,0,0,0,2,60,6,73,18,12,9,9,9,9,"Yes","Unicorn Sirsi",0,1,29,2,30,2,20,0,0,0,0,0,49179,90,2131,1150,830,1213,1323,902,2012,66,76,0,38,8,671,176
"3008",297,"Robinson  LSB",2007,83,"Robinson  LSB",NA,"General Delivery","P0P1Y0","Silver Water","Box  519",NA,"Contracting LSB",62,0,0,0,"04/01/2007","03/31/2008",NA,0,0,"Nil",397,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3009",299,"Rossport LSB",2007,89,"Rossport LSB",NA,"P.O. Box 62","P0T2R0","Rossport",NA,NA,"Contracting LSB",79,0,0,0,"04/01/2007","03/31/2008",NA,0,0,"Nil",289,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3010",300,"Russell",2007,67,"Russell",NA,"2 - 717 rue Notre-Dame,","K0A1W1","Embrun",NA,"www.russellbiblio.com","Public or Union Library",13883,4898,0,0,"01/01/2007","12/31/2007","SOLS",5950,48887,"Surplus",15726,343289,0,31052,5289,15466,19000,2040,431862,0,2261,2196,0,4457,42732,150,303233,1390,40680,2818,1408,6010,56510,0,0,20818,475749,4457,62,119,0,145,375,0,1,1,0,4,2,0,40,4,0,18475,18209,0,19676,19429,0,114,111,0,155,127,0,45,45,0,3,0,0,0,0,0,0,0,0,16687,10,0,35,1,2,0,0,0,0,0,0,0,0,0,4,78,7,30,13,13,2,2,"Yes","COBA Biblioth<e8>que",0,1,41,1,41,0,0,0,0,0,0,0,81356,136,3613,2783,808,3200,1158,2339,2522,93,50,0,120,23,970,190
"3011",303,"Sables-Spanish Rivers Twp",2007,88,"Sables-Spanish Rivers Twp","Township of Sables-Spanish Rivers","P.O. Box 40","P0P1P0","Massey","185 Grove Street","Http://www.masseylibrary.com","Public or Union Library",2943,1760,0,0,"01/01/2007","12/31/2007","OLS-N",1453,12987,"Surplus",12853,63617,0,25049,1580,6260,0,7865,117224,0,0,0,0,0,13961,0,65055,344,17374,2152,656,807,0,0,0,14117,114466,0,219,0,0,219,0,0,3,0,0,17,0,0,20,0,0,17133,965,7,25498,989,7,17,0,0,17,0,0,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,19,0,0,1,17,2,20,6,2,7,6,6,7,"Yes","STACKS",0,1,33,1,12,0,0,0,0,0,0,0,9028,12,780,595,357,608,488,240,53,60,0,0,0,0,153,0
"3012",1084,"Sachigo Lake FN",2007,0,"Sachigo Lake FN",NA,"General Delivery","P0V2P0","Sachigo Lake",NA,NA,"First Nations Library",489,0,0,0,"04/01/2007","03/31/2008","OLS-N",171,7011,"Surplus",420,0,0,13000,0,15,0,0,13435,0,0,0,0,0,4327,0,18312,0,25000,0,0,1938,0,0,0,1423,51000,1938,6,0,0,70,0,0,0,0,0,0,0,0,0,0,0,6000,0,4,6050,0,40,0,0,0,0,0,0,8,0,0,17,0,0,0,0,0,0,0,0,16697,0,0,40,0,0,0,1,0,0,0,0,0,0,0,1,40,0,0,2,2,0,2,"Yes","L4U",0,1,40,0,0,0,0,0,0,0,0,0,236,1,4,0,0,0,0,25,15,8,0,0,0,0,46,0
"3013",432,"Sagamok Anishnawbek FN",2007,88,"Sagamok Anishnawbek FN",NA,"Box 610","P0P1P0","Massey",NA,NA,"First Nations Library",1393,0,0,0,"04/01/2007","03/31/2008","OLS-N",241,0,"Nil",0,0,0,13000,0,0,0,0,13000,0,0,0,0,0,7000,2000,36000,5000,2000,1000,0,500,0,0,0,0,53500,0,14,0,3,36,0,3,1,0,0,6,0,0,9,0,0,3415,0,0,3483,0,0,4,0,0,16,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,1,0,0,0,0,0,0,1,35,1,3,4,4,4,4,"Yes","Resource Mate",0,1,35,0,0,0,0,0,0,0,0,0,166,3,66,0,0,9,9,215,72,20,5,0,6,10,104,0
"3014",415,"Saugeen FN",2007,41,"Saugeen FN",NA,"GMB # 3, Site #3","N0H2L0","Southampton","812 French Bay Road","n/a","First Nations Library",745,0,0,0,"04/01/2007","03/31/2008","SOLS",46,14684,"Surplus",2051,3457,0,18318,0,0,0,277,24103,0,0,0,0,0,6912,0,16569,2763,0,1988,2318,7310,0,0,0,927,38787,0,88,0,11,132,0,11,0,0,0,46,0,0,46,0,0,5728,3,10,5728,3,10,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,6,6,0,6,"No",NA,0,1,22,0,0,0,0,0,0,0,0,0,333,10,35,0,0,0,0,4,23,27,0,0,3,0,36,0
"3015",191,"Sault Ste. Marie",2007,80,"Sault Ste. Marie",NA,"50 East Street","P6A3C3","Sault Ste. Marie",NA,"www.ssmpl.ca","Public or Union Library",74566,33340,9042,1701,"01/01/2007","12/31/2007","OLS-N",27217,91250,"Surplus",368070,2368075,21687,1901,12300,130238,0,25795,2928066,170000,0,90000,0,260000,243950,21385,2096135,19200,325035,14400,1535,77500,0,0,0,130704,2929844,23500,15429,42,0,29819,76,0,11,0,0,34,0,0,37,0,0,125020,3883,1659,205379,4824,1730,4561,55,0,5057,58,0,334,0,0,8,0,0,0,0,0,0,0,0,16703,0,0,35,6,3,0,19,0,0,0,0,0,0,0,38,644,112,68,42,21,31,1,"Yes","DYNIX ILS",0,1,68,2,80,0,0,0,0,0,0,0,564128,626,4728,1006,1029,1109,1776,10597,1791,611,865,0,1182,0,7728,3170
"3016",301,"Schreiber Twp",2007,89,"Schreiber Twp",NA,"P.O. Box 39","P0T2S0","Schreiber","314 Scotia Street","www.schreiberlibrary.ca","Public or Union Library",1313,726,79,0,"01/01/2007","12/31/2007","OLS-N",669,0,"Nil",4226,76114,289,38064,375,6479,0,0,125547,0,0,0,0,0,42119,797,65346,1049,10865,3441,100,1830,0,0,0,0,125547,0,541,0,0,741,0,0,13,0,0,40,0,0,40,0,0,13355,66,0,13505,66,0,77,0,0,77,0,0,1491,0,0,5,0,0,5,0,0,5,0,0,0,0,0,35,0,0,1,3,15,0,0,0,0,1,22,3,28,15,2,7,7,0,3,"Yes","Spectrum",0,1,36,0,0,0,0,0,0,0,0,0,7055,25,2232,126,0,120,0,141,35,18,18,0,45,122,155,2
"3017",304,"Scugog Memorial",2007,10,"Scugog Memorial",NA,"P.O. Box 1049","L9L1A8","Port Perry","231 Water Street","www.scugoglibrary.ca","Public or Union Library",20367,8145,0,0,"01/01/2007","12/31/2007","SOLS",15394,0,"Nil",59757,373378,0,9000,16100,49600,0,9585,517420,0,0,0,0,0,63011,11188,311269,1274,30861,3482,5820,1843,12417,0,0,71255,512420,0,604,115,97,731,115,97,19,0,0,0,0,0,0,0,0,46576,0,0,47923,0,0,0,0,0,0,0,0,76,0,0,19,0,0,0,0,0,0,0,0,36697,0,0,35,2,0,0,0,0,0,0,3,57,0,0,5,80,2,17,13,9,4,9,"Yes","VTLS Virtua",0,1,57,0,0,0,0,0,0,0,0,0,172089,234,1664,0,0,0,0,0,514,231,51,0,102,0,2171,3617
"3018",305,"Searchmont & Area LSB",2007,80,"Searchmont & Area LSB",NA,"P.O. Box 148","P0S1J0","Searchmont","734 Highway 532",NA,"Contracting LSB",365,0,0,0,"04/01/2007","03/31/2008",NA,0,0,"Nil",859,0,0,0,0,0,0,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3019",321,"Seguin Twp",2007,86,"Seguin Twp","Township of Seguin","R.R. #2","P2A2W8","Parry Sound","15 Humphrey Drive","www.olsn.ca/seguin","Public or Union Library",3340,4551,0,0,"01/01/2007","12/31/2007","OLS-N",2012,26193,"Surplus",23424,65000,0,43560,1186,2632,0,3255,139057,0,0,0,0,0,15460,400,77045,1563,1450,3743,2640,12460,26193,0,0,12683,153637,0,433,0,0,446,0,0,1,0,0,27,0,0,43,0,0,25399,29,142,25509,29,142,0,0,0,0,0,0,49,0,0,18,0,0,0,0,0,0,0,0,16275,0,0,35,0,0,0,0,0,0,0,0,0,2,45,6,37,0,0,20,20,0,20,"No",NA,0,1,20,3,39,0,0,0,0,0,0,0,17449,6,78,550,0,620,0,359,69,67,165,0,38,12,235,773
"3020",416,"Seine River FN",2007,87,"Seine River FN",NA,"P.O. Box 129","P0W1H0","Mine Centre","Learning Centre Road, Seine River FN",NA,"First Nations Library",312,0,0,0,"04/01/2007","03/31/2008","OLS-N",34,257,"Surplus",969,6847,0,26959,0,0,0,1716,36491,0,0,0,0,0,4962,532,15549,4005,4075,1999,1070,2078,0,0,0,0,34270,0,82,0,0,341,0,0,0,0,0,28,0,0,28,0,0,4090,0,0,4455,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,24,0,0,0,0,0,0,1,4,9,9,9,9,"No",NA,0,1,24,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,26,6,19,0,0,0,0,53,0
"3021",417,"Serpent River FN",2007,80,"Serpent River FN",NA,"49 Village Road P.O. Box 16","P0P1B0","Cutler",NA,"www.serpentriverfn.ca","First Nations Library",333,0,0,0,"04/01/2007","03/31/2008","OLS-N",0,2794,"Surplus",29121,0,0,0,200,0,0,0,29321,0,0,0,0,0,3820,2350,19441,0,746,170,0,0,2794,0,0,0,29321,0,1567,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,250,0,0,250,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,10,10,10,10,"No",NA,0,1,24,0,0,0,0,0,0,0,0,0,250,134,650,35,35,35,35,10,10,46,0,0,6,0,52,0
"3022",258,"Severn Twp",2007,70,"Severn Twp",NA,"P.O. Box 278","L0K1E0","Coldwater","31 Coldwater Road","http:// www.coldwater.library.on.ca/","Public or Union Library",11200,6382,1239,686,"01/01/2007","12/31/2007","SOLS",2833,0,"Nil",25342,146830,15000,12836,835,3640,0,3500,207983,0,0,0,0,0,13759,0,66224,284,9082,1731,0,6089,20429,0,90000,3279,210877,0,225,20,15,331,20,15,53,0,0,1,0,0,10,0,0,20208,54,0,20317,54,0,76,1,3,86,1,3,52,0,0,53,0,0,0,0,0,0,0,0,17258,0,0,35,0,0,0,0,0,0,0,0,0,1,30,4,16,1,2,5,5,1,5,"Yes","Horizon",0,1,26,0,0,0,0,0,0,0,0,0,29772,6,271,282,336,522,388,506,37,76,12,0,42,15,243,9
"3023",418,"Shawanaga FN",2007,86,"Shawanaga FN",NA,"R.R. #1","P0G1G0","Nobel","2 Church St.",NA,"First Nations Library",176,0,0,0,"04/01/2007","03/31/2008","OLS-N",200,0,"Nil",669,0,0,22000,0,0,0,0,22669,0,0,0,0,0,3079,1153,12900,0,4500,960,0,0,0,0,0,0,22592,0,17,0,0,206,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,2380,0,0,70,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,5,5,0,5,"Yes","Resource Mate 3.0",0,1,20,0,0,0,0,0,0,0,0,0,1720,9,60,0,0,0,0,30,43,38,38,0,28,8,28,8
"3024",75,"Shelburne",2007,43,"Shelburne",NA,"P.O. Box 127","L0N1S0","Shelburne","201 Owen Sound Street","www.shelburnelibrary.ca","Public or Union Library",4750,1873,11860,4926,"01/01/2007","12/31/2007","SOLS",3978,0,"Nil",6283,93420,99382,12616,49541,15939,0,1562,278743,0,0,0,0,0,48105,0,131884,458,24681,1809,826,1969,44695,0,0,11825,266252,12491,113,0,0,113,0,0,1,0,0,0,0,0,0,0,0,30253,0,0,30253,0,0,30,0,0,30,0,0,32,0,0,16697,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,4,70,0,0,5,35,10,7,10,10,"Yes","Winnabago",0,1,43,0,0,0,0,0,0,0,0,0,108160,43,1200,890,472,922,1010,2010,80,295,0,0,120,0,960,0
"3025",419,"Sheshegwaning FN",2007,80,"Sheshegwaning FN",NA,"P.O. Box 1","P0P1X0","Sheshegwaning","1125 Sheshegwaning Road","debracada@hotmail.com","First Nations Library",99,0,0,0,"04/01/2007","03/31/2008","OLS-N",79,1509,"Surplus",593,5500,0,27193,0,300,0,0,33586,0,0,0,0,0,5592,0,18979,1083,5000,500,0,923,0,0,0,0,32077,0,49,0,0,98,0,0,0,0,0,105,0,0,105,0,0,4334,0,0,4414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,25,0,0,1,3,7,4,0,7,"No",NA,0,1,25,0,0,0,0,0,0,0,0,0,5790,50,580,0,0,0,0,55,112,57,0,0,0,0,77,0
"3026",307,"Simcoe County Co-operative",2007,70,"Simcoe County Co-operative",NA,"1110 HWY 26","L0L1X0","Midhurst","1149 B Highway 26, Minesing, L0L 1Y2","http://www.simcoe.ca/cultureinformation/library/index.htm","County, County co-operative or Regional Municipality Library",261,261,19,7,"01/01/2007","12/31/2007","OLS-N",247,0,"Nil",15692,460869,190,2021,0,15347,0,0,494119,9000,0,49213,0,58213,97808,35233,271456,2098,15656,466,0,38590,0,0,0,32812,494119,58213,954,0,0,1382,0,0,0,0,0,166,0,0,169,0,0,24198,0,0,25807,0,0,166,0,0,169,0,0,15,0,0,9,0,0,0,0,0,0,0,0,17885,0,0,35,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,"Yes","Horizon",0,1,40,0,0,0,0,0,0,0,0,0,1752,0,0,56,503,199,1032,35,4,24,306,0,11,8,65,49
"3027",31,"Sioux Lookout",2007,82,"Sioux Lookout",NA,"P.O. Box 1028","P8T1B3","Sioux Lookout","21 Fifth Avenue","http://www.slpl.on.ca","Public or Union Library",5336,2396,427,0,"01/01/2007","12/31/2007","OLS-N",3056,11289,"Surplus",11703,260579,1197,13218,2575,23849,0,0,313121,0,0,0,0,0,32257,1867,191342,1266,45484,2850,0,7983,19500,0,0,11523,314072,0,1543,2,0,1688,2,0,1,0,0,3,0,0,7,0,0,24232,202,4,24312,202,4,47,0,0,47,0,0,65,0,0,2,0,0,0,0,0,0,0,0,4314,0,0,37.5,0,0,1,0,0,0,0,0,0,1,31.12,7,86.86,1,2,16,10,4,16,"Yes","Winnebago Spectrum",0,1,52,0,0,0,0,0,0,0,0,0,53809,109,1614,274,320,301,548,1070,2452,169,0,0,133,6,942,0
"3028",308,"Sioux Narrows Nestor Falls Twp",2007,82,"Sioux Narrows Nestor Falls Twp",NA,"P.O. Box 119","P0X1N0","Sioux Narrows","Hwy 71",NA,"Public or Union Library",681,1231,0,0,"01/01/2007","12/31/2007","OLS-N",389,0,"Nil",6906,9616,0,0,0,150,0,0,16672,9000,0,0,0,9000,4744,0,8756,0,779,775,0,0,0,0,0,0,15054,0,15,0,0,175,0,0,1,0,0,1,0,0,1,0,0,8732,0,0,8756,0,0,7,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,3,3,0,3,"Yes","Resourcemate 2",0,1,16,0,0,0,0,0,0,0,0,0,2689,0,0,0,0,0,0,33,1,3,0,0,0,0,19,0
"3029",420,"Six Nations FN",2007,40,"Six Nations FN",NA,"P.O. Box 149","N0A1M0","Ohsweken","1679 Chiefswood Road","www.snpl.ca","First Nations Library",11071,0,0,0,"04/01/2007","03/31/2008","SOLS",1168,49902,"Surplus",28947,134000,0,40235,0,3000,0,0,206182,0,0,0,0,0,15417,0,96474,866,32767,2625,1231,45604,0,0,0,78415,273399,0,445,0,38,448,0,46,0,0,0,6,0,0,6,0,0,12485,0,0,13534,0,0,48,0,0,48,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,1,0,0,0,0,0,0,0,0,0,0,6,63,4,4,11,11,11,10,"Yes","OPALS",0,1,55,0,0,0,0,0,0,1,1,0,4836,19,1476,18,0,8,5,94,192,348,0,0,24,3,510,90
"3030",309,"Smith-Ennismore-Lakefield",2007,66,"Smith-Ennismore-Lakefield","Township of Smith-Ennismore","P.O. Box 500","K0L1H0","Bridgenorth","836 Charles Street","www.MyPublicLibrary.ca","Public or Union Library",15833,7989,0,0,"01/01/2007","12/31/2007","SOLS",8481,12796,"Surplus",37113,229230,0,100499,2902,53311,13251,0,436306,0,0,0,0,0,62790,1519,197148,3214,52974,5221,2354,17930,50000,0,0,42628,435778,0,441,0,0,862,0,0,1,0,0,0,0,0,0,0,0,55186,180,0,69174,186,0,39,0,0,39,0,0,45,0,0,2,0,0,0,0,0,0,0,0,16697,0,0,35,0,0,1,0,0,0,0,0,0,1,25,2,45,140,369,17,17,17,17,"Yes","Mandarin Library System",0,1,29.5,2,60,0,0,0,0,0,0,0,129971,201,3687,563,901,631,1771,2264,161,226,89,0,79,0,889,533
